name,r,a,s
tibia_l_med,-101.67196583157694,28.39300037463635,279.53088677620065
tibia_l_lat,-158.35160641108263,-25.589767867163253,283.8007650484838
ankle_l_med,-89.8395081842446,-0.4484609509605487,-51.94922002720463
ankle_l_lat,-134.00776607359575,-64.85316811273293,-48.36862580071211
knee_l_center,-129.90896029713514,8.072142312959173,311.6683696372985
tibia_l_center,-130.50528987914498,1.5477734502516312,281.57586194721205
ankle_l_center,-112.16575345278771,-32.73541524965676,-50.12545304617262
talus_l_center_in_tibia,-107.5660950681195,-32.87416572008215,-63.181237094152586
tibia_l_midshaft_anter,-141.10274053503184,3.6064771578846426,126.36465225040946
tibia_l_midshaft_poster,-120.2394686736099,-10.014254409239694,133.541264070219
fibula_l_midshaft_anter,-135.41727758174463,-39.65956193145462,137.54277387525565
fibula_l_as,-140.7369206035017,-14.000128173827816,258.27017626557
tibia_l_epiph_yellow_posteriormost,-114.99235293414698,-18.74111591584793,286.41137553028125
tibia_l_epiph_yellow_anterior_plate,-143.19464652145666,17.94785575527474,283.32981586987677
tibia_l_epiph_yellow_patel_tend_point,-144.55008234458842,26.805637476679014,249.13216967005482
tibia_l_epiph_green_medial_lower_epiph,-113.45426780338072,15.542886978949785,259.0818666275684
tibia_l_ankle_yellow_anter,-118.59502120136487,-11.822412684746585,-46.980116135708094
fibula_l_lat_malleol_tip,-119.8400869171874,-57.24755670684592,-63.85352733184712
tibia_l_med_malleol_tip,-99.54549278794856,-8.193480541597344,-64.05807884679638
tibia_l_anter_diaph_25,-148.2299145983862,15.445508578722066,216.65664442559185
tibia_l_anter_diaph_75,-127.0704139602191,-8.924084809907061,24.325752557841763
fibula_l_anter_diaph_75,-124.38461300136177,-42.75408153271202,34.52361958465722
